symbol,trade_date,close
2454.TW,2024-06-18,55.1674
2308.TW,2024-06-18,67.0908
3711.TW,2024-06-18,71.9351
2382.TW,2024-06-18,73.5979
2345.TW,2024-06-18,91.0441
6669.TW,2024-06-18,95.5477
3231.TW,2024-06-18,95.7306
3037.TW,2024-06-18,104.9388
2327.TW,2024-06-18,129.0042
2379.TW,2024-06-18,128.0563
3034.TW,2024-06-18,133.8563
3661.TW,2024-06-18,140.5954
3008.TW,2024-06-18,169.855
2357.TW,2024-06-18,159.478
2301.TW,2024-06-18,181.9363
2383.TW,2024-06-18,153.9318
2360.TW,2024-06-18,198.1507
3653.TW,2024-06-18,178.6194
2059.TW,2024-06-18,206.9808
2395.TW,2024-06-18,190.539
5530.TW,2024-06-18,240.7779
3017.TW,2024-06-18,221.2728
2881.TW,2024-06-18,245.0046
2882.TW,2024-06-18,41.5096
2891.TW,2024-06-18,51.6774
2885.TW,2024-06-18,53.9692
2886.TW,2024-06-18,75.6859
2884.TW,2024-06-18,83.9611
2880.TW,2024-06-18,84.1737
2892.TW,2024-06-18,84.3965
2890.TW,2024-06-18,96.6811
2887.TW,2024-06-18,116.7785
5880.TW,2024-06-18,111.4809
2883.TW,2024-06-18,120.2722
2412.TW,2024-06-18,124.0977
3045.TW,2024-06-18,136.0083
4904.TW,2024-06-18,130.1161
1303.TW,2024-06-18,134.9928
1301.TW,2024-06-18,148.4668
6505.TW,2024-06-18,174.2156
2002.TW,2024-06-18,162.3886
2207.TW,2024-06-18,191.5622
2912.TW,2024-06-18,189.985
1216.TW,2024-06-18,213.9246
2603.TW,2024-06-18,223.218
2615.TW,2024-06-18,229.9561
5871.TW,2024-06-18,246.1706
2408.TW,2024-06-18,235.0847
6446.TW,2024-06-18,49.2333
3481.TW,2024-06-18,54.1877
2888.TW,2024-06-18,62.5686
6488.TWO,2024-06-18,68.9913
2609.TW,2024-06-18,66.2685
1101.TW,2024-06-18,86.6634
2618.TW,2024-06-18,85.598
3293.TWO,2024-06-18,103.4484
4938.TW,2024-06-18,119.0028
5876.TW,2024-06-18,111.7865
3529.TWO,2024-06-18,121.9713
1402.TW,2024-06-18,135.7307
2834.TW,2024-06-18,147.8508
2633.TW,2024-06-18,152.4523
3105.TWO,2024-06-18,158.8788
1102.TW,2024-06-18,168.2132
2610.TW,2024-06-18,149.3405
6789.TW,2024-06-18,161.9929
2347.TW,2024-06-18,188.2051
2377.TW,2024-06-18,190.662
2353.TW,2024-06-18,192.4984
5483.TWO,2024-06-18,187.635
6472.TW,2024-06-18,225.7691
3532.TW,2024-06-18,221.0695
8454.TW,2024-06-18,209.8782
IMOS,2024-06-18,38.6576
HIMX,2024-06-18,54.3644
2201.TW,2024-06-18,55.5104
1434.TW,2024-06-18,73.1847
2501.TW,2024-06-18,80.579
9914.TW,2024-06-18,86.0063
OWLS,2024-06-18,79.7013
5478.TWO,2024-06-18,87.3362
2753.TW,2024-06-18,110.3898
2630.TW,2024-06-18,126.3009
6180.TWO,2024-06-18,111.2756
GRRR,2024-06-18,141.2
4994.TW,2024-06-18,121.7184
3086.TWO,2024-06-18,142.9301
PERF,2024-06-18,139.7846
6111.TWO,2024-06-18,173.1008
3546.TWO,2024-06-18,175.6203
3083.TWO,2024-06-18,161.844
6542.TWO,2024-06-18,161.1497
3687.TWO,2024-06-18,196.1415
GGR,2024-06-18,180.8317
6482.TWO,2024-06-18,220.0663
2303.TW,2024-06-18,212.269
2601.TW,2024-06-18,249.0876
2607.TW,2024-06-18,221.8343
2330.TW,2024-06-19,44.3922
2317.TW,2024-06-19,49.3199
2454.TW,2024-06-19,55.174
2308.TW,2024-06-19,67.1404
3711.TW,2024-06-19,71.9639
2382.TW,2024-06-19,73.5876
2345.TW,2024-06-19,91.1169
6669.TW,2024-06-19,95.5993
3231.TW,2024-06-19,95.7229
3037.TW,2024-06-19,104.9577
2327.TW,2024-06-19,129.1848
2379.TW,2024-06-19,128.1408
3034.TW,2024-06-19,133.942
3661.TW,2024-06-19,140.6854
3008.TW,2024-06-19,170.1607
2357.TW,2024-06-19,159.596
2301.TW,2024-06-19,182.1983
2383.TW,2024-06-19,153.8918
2360.TW,2024-06-19,198.448
3653.TW,2024-06-19,178.673
2059.TW,2024-06-19,207.2043
2395.TW,2024-06-19,190.5543
5530.TW,2024-06-19,241.1969
3017.TW,2024-06-19,221.4631
2881.TW,2024-06-19,245.3427
2882.TW,2024-06-19,41.5253
2891.TW,2024-06-19,51.7208
2885.TW,2024-06-19,53.9671
2886.TW,2024-06-19,75.8251
2884.TW,2024-06-19,84.1089
2880.TW,2024-06-19,84.2562
2892.TW,2024-06-19,84.4083
2890.TW,2024-06-19,96.7526
2887.TW,2024-06-19,116.9677
5880.TW,2024-06-19,111.5567
2883.TW,2024-06-19,120.3491
2412.TW,2024-06-19,124.1523
3045.TW,2024-06-19,136.1171
4904.TW,2024-06-19,130.1109
1303.TW,2024-06-19,134.9793
1301.TW,2024-06-19,148.4905
6505.TW,2024-06-19,174.4281
2002.TW,2024-06-19,162.4243
2207.TW,2024-06-19,191.7998
2912.TW,2024-06-19,190.1408
1216.TW,2024-06-19,214.2497
2603.TW,2024-06-19,223.5528
2615.TW,2024-06-19,230.2964
5871.TW,2024-06-19,246.5694
2408.TW,2024-06-19,235.3198
6446.TW,2024-06-19,49.322
3481.TW,2024-06-19,54.2484
2888.TW,2024-06-19,62.65
6488.TWO,2024-06-19,69.0672
2609.TW,2024-06-19,66.2513
1101.TW,2024-06-19,86.7639
2618.TW,2024-06-19,85.6219
3293.TWO,2024-06-19,103.5787
4938.TW,2024-06-19,119.2075
5876.TW,2024-06-19,111.8558
3529.TWO,2024-06-19,122.0787
1402.TW,2024-06-19,135.9098
2834.TW,2024-06-19,148.0548
2633.TW,2024-06-19,152.6475
3105.TWO,2024-06-19,159.0535
1102.TW,2024-06-19,168.4353
2610.TW,2024-06-19,149.3226
6789.TW,2024-06-19,162.0221
2347.TW,2024-06-19,188.382
2377.TW,2024-06-19,190.8107
2353.TW,2024-06-19,192.5908
5483.TWO,2024-06-19,187.6575
6472.TW,2024-06-19,226.0581
3532.TW,2024-06-19,221.2331
8454.TW,2024-06-19,209.9034
IMOS,2024-06-19,38.6499
HIMX,2024-06-19,54.4286
2201.TW,2024-06-19,55.5282
1434.TW,2024-06-19,73.3003
2501.TW,2024-06-19,80.6902
9914.TW,2024-06-19,86.1043
OWLS,2024-06-19,79.6774
5478.TWO,2024-06-19,87.3239
2753.TW,2024-06-19,110.509
2630.TW,2024-06-19,126.508
6180.TWO,2024-06-19,111.2822
GRRR,2024-06-19,141.409
4994.TW,2024-06-19,121.6892
3086.TWO,2024-06-19,143.033
PERF,2024-06-19,139.8098
6111.TWO,2024-06-19,173.3431
3546.TWO,2024-06-19,175.8415
3083.TWO,2024-06-19,161.8537
6542.TWO,2024-06-19,161.0982
3687.TWO,2024-06-19,196.3259
GGR,2024-06-19,180.8208
6482.TWO,2024-06-19,220.3436
2303.TW,2024-06-19,212.4304
2601.TW,2024-06-19,249.5409
2607.TW,2024-06-19,221.9541
2330.TW,2024-06-20,44.4318
2317.TW,2024-06-20,49.3431
2454.TW,2024-06-20,55.1812
2308.TW,2024-06-20,67.1908
3711.TW,2024-06-20,71.9934
2382.TW,2024-06-20,73.578
2345.TW,2024-06-20,91.1907
6669.TW,2024-06-20,95.6518
3231.TW,2024-06-20,95.7162
3037.TW,2024-06-20,104.9776
2327.TW,2024-06-20,129.367
2379.TW,2024-06-20,128.2267
3034.TW,2024-06-20,134.0291
3661.TW,2024-06-20,140.7769
3008.TW,2024-06-20,170.4687
2357.TW,2024-06-20,159.7157
2301.TW,2024-06-20,182.4625
2383.TW,2024-06-20,153.8533
2360.TW,2024-06-20,198.7476
3653.TW,2024-06-20,178.7284
2059.TW,2024-06-20,207.4302
2395.TW,2024-06-20,190.5714
5530.TW,2024-06-20,241.619
3017.TW,2024-06-20,221.6558
2881.TW,2024-06-20,245.6837
2882.TW,2024-06-20,41.5415
2891.TW,2024-06-20,51.7648
2885.TW,2024-06-20,53.9654
2886.TW,2024-06-20,75.9654
2884.TW,2024-06-20,84.2578
2880.TW,2024-06-20,84.3396
2892.TW,2024-06-20,84.421
2890.TW,2024-06-20,96.8252
2887.TW,2024-06-20,117.1584
5880.TW,2024-06-20,111.6336
2883.TW,2024-06-20,120.4274
2412.TW,2024-06-20,124.2082
3045.TW,2024-06-20,136.2274
4904.TW,2024-06-20,130.107
1303.TW,2024-06-20,134.9672
1301.TW,2024-06-20,148.5158
6505.TW,2024-06-20,174.6078
2002.TW,2024-06-20,162.4617
2207.TW,2024-06-20,192.0395
2912.TW,2024-06-20,190.2986
1216.TW,2024-06-20,214.5347
2603.TW,2024-06-20,223.8904
2615.TW,2024-06-20,230.6396
5871.TW,2024-06-20,246.9713
2408.TW,2024-06-20,235.5575
6446.TW,2024-06-20,49.4112
3481.TW,2024-06-20,54.3097
2888.TW,2024-06-20,62.732
6488.TWO,2024-06-20,69.1439
2609.TW,2024-06-20,66.2347
1101.TW,2024-06-20,86.8654
2618.TW,2024-06-20,85.6468
3293.TWO,2024-06-20,103.7103
4938.TW,2024-06-20,119.4137
5876.TW,2024-06-20,111.9263
3529.TWO,2024-06-20,122.1873
1402.TW,2024-06-20,136.0634
2834.TW,2024-06-20,148.2606
2633.TW,2024-06-20,152.8444
3105.TWO,2024-06-20,159.2301
1102.TW,2024-06-20,168.6256
2610.TW,2024-06-20,149.3062
6789.TW,2024-06-20,162.0529
2347.TW,2024-06-20,188.561
2377.TW,2024-06-20,190.9615
2353.TW,2024-06-20,192.6852
5483.TWO,2024-06-20,187.6443
6472.TW,2024-06-20,226.3497
3532.TW,2024-06-20,221.399
8454.TW,2024-06-20,209.9307
IMOS,2024-06-20,38.6426
HIMX,2024-06-20,54.4933
2201.TW,2024-06-20,55.5354
1434.TW,2024-06-20,73.4169
2501.TW,2024-06-20,80.8024
9914.TW,2024-06-20,86.2034
OWLS,2024-06-20,79.6543
5478.TWO,2024-06-20,87.3126
2753.TW,2024-06-20,110.6294
2630.TW,2024-06-20,126.7167
6180.TWO,2024-06-20,111.29
GRRR,2024-06-20,141.6197
4994.TW,2024-06-20,121.6612
3086.TWO,2024-06-20,143.1374
PERF,2024-06-20,139.8363
6111.TWO,2024-06-20,173.5875
3546.TWO,2024-06-20,176.0649
3083.TWO,2024-06-20,161.865
6542.TWO,2024-06-20,161.0482
3687.TWO,2024-06-20,196.5124
GGR,2024-06-20,180.8118
6482.TWO,2024-06-20,220.6234
2303.TW,2024-06-20,212.5939
2601.TW,2024-06-20,249.9976
2607.TW,2024-06-20,222.0762
2330.TW,2024-06-21,44.4717
2317.TW,2024-06-21,49.3668
2454.TW,2024-06-21,55.1889
2308.TW,2024-06-21,67.2418
3711.TW,2024-06-21,72.0236
2382.TW,2024-06-21,73.5692
2345.TW,2024-06-21,91.2655
6669.TW,2024-06-21,95.7054
3231.TW,2024-06-21,95.7105
3037.TW,2024-06-21,104.9986
2327.TW,2024-06-21,129.5248
2379.TW,2024-06-21,128.3139
3034.TW,2024-06-21,134.1175
3661.TW,2024-06-21,140.8698
3008.TW,2024-06-21,170.7449
2357.TW,2024-06-21,159.8371
2301.TW,2024-06-21,182.7289
2383.TW,2024-06-21,153.8164
2360.TW,2024-06-21,199.0497
3653.TW,2024-06-21,178.7855
2059.TW,2024-06-21,207.6584
2395.TW,2024-06-21,190.5905
5530.TW,2024-06-21,242.0442
3017.TW,2024-06-21,221.8509
2881.TW,2024-06-21,246.0277
2882.TW,2024-06-21,41.5581
2891.TW,2024-06-21,51.8093
2885.TW,2024-06-21,53.9644
2886.TW,2024-06-21,76.1067
2884.TW,2024-06-21,84.4077
2880.TW,2024-06-21,84.424
2892.TW,2024-06-21,84.4345
2890.TW,2024-06-21,96.8988
2887.TW,2024-06-21,117.3505
5880.TW,2024-06-21,111.7118
2883.TW,2024-06-21,120.5068
2412.TW,2024-06-21,124.2653
3045.TW,2024-06-21,136.3391
4904.TW,2024-06-21,130.1044
1303.TW,2024-06-21,134.9294
1301.TW,2024-06-21,148.5425
6505.TW,2024-06-21,174.7894
2002.TW,2024-06-21,162.5007
2207.TW,2024-06-21,192.2815
2912.TW,2024-06-21,190.4585
1216.TW,2024-06-21,214.8221
2603.TW,2024-06-21,224.2307
2615.TW,2024-06-21,230.9855
5871.TW,2024-06-21,247.3763
2408.TW,2024-06-21,235.7977
6446.TW,2024-06-21,49.4913
3481.TW,2024-06-21,54.3716
2888.TW,2024-06-21,62.8023
6488.TWO,2024-06-21,69.2075
2609.TW,2024-06-21,66.2188
1101.TW,2024-06-21,86.9679
2618.TW,2024-06-21,85.6724
3293.TWO,2024-06-21,103.843
4938.TW,2024-06-21,119.6215
5876.TW,2024-06-21,111.9979
3529.TWO,2024-06-21,122.2973
1402.TW,2024-06-21,136.2185
2834.TW,2024-06-21,148.4682
2633.TW,2024-06-21,153.0431
3105.TWO,2024-06-21,159.4084
1102.TW,2024-06-21,168.8178
2610.TW,2024-06-21,149.2912
6789.TW,2024-06-21,162.0853
2347.TW,2024-06-21,188.742
2377.TW,2024-06-21,191.1142
2353.TW,2024-06-21,192.7815
5483.TWO,2024-06-21,187.6331
6472.TW,2024-06-21,226.644
3532.TW,2024-06-21,221.5673
8454.TW,2024-06-21,209.9601
IMOS,2024-06-21,38.6279
HIMX,2024-06-21,54.5587
2201.TW,2024-06-21,55.5432
1434.TW,2024-06-21,73.5344
2501.TW,2024-06-21,80.9155
9914.TW,2024-06-21,86.3034
OWLS,2024-06-21,79.632
5478.TWO,2024-06-21,87.3021
2753.TW,2024-06-21,110.7511
2630.TW,2024-06-21,126.9271
6180.TWO,2024-06-21,111.2989
GRRR,2024-06-21,141.8321
4994.TW,2024-06-21,121.6344
3086.TWO,2024-06-21,143.2433
PERF,2024-06-21,139.8643
6111.TWO,2024-06-21,173.834
3546.TWO,2024-06-21,176.2902
3083.TWO,2024-06-21,161.878
6542.TWO,2024-06-21,160.9999
3687.TWO,2024-06-21,196.701
GGR,2024-06-21,180.8045
6482.TWO,2024-06-21,220.9058
2303.TW,2024-06-21,212.7598
2601.TW,2024-06-21,250.4576
2607.TW,2024-06-21,222.2005
2330.TW,2024-06-24,44.5131
2317.TW,2024-06-24,49.3821
2454.TW,2024-06-24,55.1983
2308.TW,2024-06-24,67.2949
3711.TW,2024-06-24,72.056
2382.TW,2024-06-24,73.5626
2345.TW,2024-06-24,91.3431
6669.TW,2024-06-24,95.7619
3231.TW,2024-06-24,95.7076
3037.TW,2024-06-24,105.0228
2327.TW,2024-06-24,129.6867
2379.TW,2024-06-24,128.405
3034.TW,2024-06-24,134.2101
3661.TW,2024-06-24,140.9388
3008.TW,2024-06-24,171.0266
2357.TW,2024-06-24,159.9634
2301.TW,2024-06-24,183.0011
2383.TW,2024-06-24,153.7841
2360.TW,2024-06-24,199.3582
3653.TW,2024-06-24,178.8481
2059.TW,2024-06-24,207.893
2395.TW,2024-06-24,190.6152
5530.TW,2024-06-24,242.4775
3017.TW,2024-06-24,222.0084
2881.TW,2024-06-24,246.3795
2882.TW,2024-06-24,41.5677
2891.TW,2024-06-24,51.845
2885.TW,2024-06-24,53.9649
2886.TW,2024-06-24,76.2353
2884.TW,2024-06-24,84.5605
2880.TW,2024-06-24,84.5109
2892.TW,2024-06-24,84.4505
2890.TW,2024-06-24,96.956
2887.TW,2024-06-24,117.5465
5880.TW,2024-06-24,111.7933
2883.TW,2024-06-24,120.59
2412.TW,2024-06-24,124.3262
3045.TW,2024-06-24,136.455
4904.TW,2024-06-24,130.1057
1303.TW,2024-06-24,134.8956
1301.TW,2024-06-24,148.5737
6505.TW,2024-06-24,174.9764
2002.TW,2024-06-24,162.5445
2207.TW,2024-06-24,192.4911
2912.TW,2024-06-24,190.6242
1216.TW,2024-06-24,215.1165
2603.TW,2024-06-24,224.5783
2615.TW,2024-06-24,231.2928
5871.TW,2024-06-24,247.7895
2408.TW,2024-06-24,236.0453
6446.TW,2024-06-24,49.5729
3481.TW,2024-06-24,54.4352
2888.TW,2024-06-24,62.8745
6488.TWO,2024-06-24,69.2733
2609.TW,2024-06-24,66.2049
1101.TW,2024-06-24,87.0732
2618.TW,2024-06-24,85.7007
3293.TWO,2024-06-24,103.979
4938.TW,2024-06-24,119.8332
5876.TW,2024-06-24,112.073
3529.TWO,2024-06-24,122.411
1402.TW,2024-06-24,136.3779
2834.TW,2024-06-24,148.6805
2633.TW,2024-06-24,153.2466
3105.TWO,2024-06-24,159.5917
1102.TW,2024-06-24,169.0154
2610.TW,2024-06-24,149.2808
6789.TW,2024-06-24,162.1225
2347.TW,2024-06-24,188.9289
2377.TW,2024-06-24,191.2729
2353.TW,2024-06-24,192.8837
5483.TWO,2024-06-24,187.6275
6472.TW,2024-06-24,226.9454
3532.TW,2024-06-24,221.7423
8454.TW,2024-06-24,209.9958
IMOS,2024-06-24,38.6144
HIMX,2024-06-24,54.6258
2201.TW,2024-06-24,55.5526
1434.TW,2024-06-24,73.6395
2501.TW,2024-06-24,81.0312
9914.TW,2024-06-24,86.4061
OWLS,2024-06-24,79.6121
5478.TWO,2024-06-24,87.2943
2753.TW,2024-06-24,110.8763
2630.TW,2024-06-24,127.1416
6180.TWO,2024-06-24,111.3112
GRRR,2024-06-24,142.0491
4994.TW,2024-06-24,121.6113
3086.TWO,2024-06-24,143.3536
PERF,2024-06-24,139.8685
6111.TWO,2024-06-24,174.0861
3546.TWO,2024-06-24,176.4859
3083.TWO,2024-06-24,161.8958
6542.TWO,2024-06-24,160.9564
3687.TWO,2024-06-24,196.8957
GGR,2024-06-24,180.8027
6482.TWO,2024-06-24,221.1952
2303.TW,2024-06-24,212.9321
2601.TW,2024-06-24,250.9259
2607.TW,2024-06-24,222.3316
2330.TW,2024-06-25,44.5549
2317.TW,2024-06-25,49.3979
2454.TW,2024-06-25,55.2082
2308.TW,2024-06-25,67.3488
3711.TW,2024-06-25,72.0892
2382.TW,2024-06-25,73.5567
2345.TW,2024-06-25,91.4216
6669.TW,2024-06-25,95.8193
3231.TW,2024-06-25,95.7057
3037.TW,2024-06-25,105.048
2327.TW,2024-06-25,129.8501
2379.TW,2024-06-25,128.4974
3034.TW,2024-06-25,134.304
3661.TW,2024-06-25,141.0093
3008.TW,2024-06-25,171.3105
2357.TW,2024-06-25,160.0914
2301.TW,2024-06-25,183.2757
2383.TW,2024-06-25,153.7533
2360.TW,2024-06-25,199.6692
3653.TW,2024-06-25,178.9125
2059.TW,2024-06-25,208.13
2395.TW,2024-06-25,190.6419
5530.TW,2024-06-25,242.9139
3017.TW,2024-06-25,222.1682
2881.TW,2024-06-25,246.7343
2882.TW,2024-06-25,41.5777
2891.TW,2024-06-25,51.8813
2885.TW,2024-06-25,53.966
2886.TW,2024-06-25,76.3649
2884.TW,2024-06-25,84.7144
2880.TW,2024-06-25,84.5988
2892.TW,2024-06-25,84.4674
2890.TW,2024-06-25,97.0141
2887.TW,2024-06-25,117.744
5880.TW,2024-06-25,111.8761
2883.TW,2024-06-25,120.6744
2412.TW,2024-06-25,124.3884
3045.TW,2024-06-25,136.5723
4904.TW,2024-06-25,130.1083
1303.TW,2024-06-25,134.8633
1301.TW,2024-06-25,148.6064
6505.TW,2024-06-25,175.1654
2002.TW,2024-06-25,162.5575
2207.TW,2024-06-25,192.7028
2912.TW,2024-06-25,190.7538
1216.TW,2024-06-25,215.4133
2603.TW,2024-06-25,224.9286
2615.TW,2024-06-25,231.6027
5871.TW,2024-06-25,248.2057
2408.TW,2024-06-25,236.2955
6446.TW,2024-06-25,49.6552
3481.TW,2024-06-25,54.4994
2888.TW,2024-06-25,62.9475
6488.TWO,2024-06-25,69.3398
2609.TW,2024-06-25,66.1917
1101.TW,2024-06-25,87.1794
2618.TW,2024-06-25,85.7299
3293.TWO,2024-06-25,104.1163
4938.TW,2024-06-25,120.0466
5876.TW,2024-06-25,112.1492
3529.TWO,2024-06-25,122.5261
1402.TW,2024-06-25,136.5388
2834.TW,2024-06-25,148.8946
2633.TW,2024-06-25,153.452
3105.TWO,2024-06-25,159.7769
1102.TW,2024-06-25,169.2148
2610.TW,2024-06-25,149.2718
6789.TW,2024-06-25,162.1615
2347.TW,2024-06-25,189.1178
2377.TW,2024-06-25,191.4335
2353.TW,2024-06-25,192.9879
5483.TWO,2024-06-25,187.6237
6472.TW,2024-06-25,227.2495
3532.TW,2024-06-25,221.9197
8454.TW,2024-06-25,209.9916
IMOS,2024-06-25,38.6012
HIMX,2024-06-25,54.6936
2201.TW,2024-06-25,55.5626
1434.TW,2024-06-25,73.7456
2501.TW,2024-06-25,81.1479
9914.TW,2024-06-25,86.5097
OWLS,2024-06-25,79.5929
5478.TWO,2024-06-25,87.2873
2753.TW,2024-06-25,111.0027
2630.TW,2024-06-25,127.3577
6180.TWO,2024-06-25,111.3245
GRRR,2024-06-25,142.2679
4994.TW,2024-06-25,121.5894
3086.TWO,2024-06-25,143.4655
PERF,2024-06-25,139.8741
6111.TWO,2024-06-25,174.3402
3546.TWO,2024-06-25,176.6836
3083.TWO,2024-06-25,161.9152
6542.TWO,2024-06-25,160.9146
3687.TWO,2024-06-25,197.0926
GGR,2024-06-25,180.8027
6482.TWO,2024-06-25,221.4872
2303.TW,2024-06-25,213.1067
2601.TW,2024-06-25,251.3475
2607.TW,2024-06-25,222.465
2330.TW,2024-06-26,44.5973
2317.TW,2024-06-26,49.4142
2454.TW,2024-06-26,55.2187
2308.TW,2024-06-26,67.4033
3711.TW,2024-06-26,72.1231
2382.TW,2024-06-26,73.5515
2345.TW,2024-06-26,91.5012
6669.TW,2024-06-26,95.8778
3231.TW,2024-06-26,95.7048
3037.TW,2024-06-26,105.0742
2327.TW,2024-06-26,130.015
2379.TW,2024-06-26,128.5912
3034.TW,2024-06-26,134.3994
3661.TW,2024-06-26,141.0812
3008.TW,2024-06-26,171.5966
2357.TW,2024-06-26,160.221
2301.TW,2024-06-26,183.5524
2383.TW,2024-06-26,153.7241
2360.TW,2024-06-26,199.9428
3653.TW,2024-06-26,178.9429
2059.TW,2024-06-26,208.3694
2395.TW,2024-06-26,190.6705
5530.TW,2024-06-26,243.3536
3017.TW,2024-06-26,222.3304
2881.TW,2024-06-26,247.0921
2882.TW,2024-06-26,41.5881
2891.TW,2024-06-26,51.9181
2885.TW,2024-06-26,53.9676
2886.TW,2024-06-26,76.4955
2884.TW,2024-06-26,84.8694
2880.TW,2024-06-26,84.6877
2892.TW,2024-06-26,84.4851
2890.TW,2024-06-26,97.0733
2887.TW,2024-06-26,117.943
5880.TW,2024-06-26,111.96
2883.TW,2024-06-26,120.7601
2412.TW,2024-06-26,124.4518
3045.TW,2024-06-26,136.6638
4904.TW,2024-06-26,130.1122
1303.TW,2024-06-26,134.8322
1301.TW,2024-06-26,148.6406
6505.TW,2024-06-26,175.3563
2002.TW,2024-06-26,162.5722
2207.TW,2024-06-26,192.9167
2912.TW,2024-06-26,190.8854
1216.TW,2024-06-26,215.7127
2603.TW,2024-06-26,225.2368
2615.TW,2024-06-26,231.9153
5871.TW,2024-06-26,248.6252
2408.TW,2024-06-26,236.5484
6446.TW,2024-06-26,49.7381
3481.TW,2024-06-26,54.5643
2888.TW,2024-06-26,63.0211
6488.TWO,2024-06-26,69.407
2609.TW,2024-06-26,66.1791
1101.TW,2024-06-26,87.2866
2618.TW,2024-06-26,85.7599
3293.TWO,2024-06-26,104.2548
4938.TW,2024-06-26,120.2614
5876.TW,2024-06-26,112.2266
3529.TWO,2024-06-26,122.6425
1402.TW,2024-06-26,136.7013
2834.TW,2024-06-26,149.1105
2633.TW,2024-06-26,153.6592
3105.TWO,2024-06-26,159.9638
1102.TW,2024-06-26,169.4162
2610.TW,2024-06-26,149.2644
6789.TW,2024-06-26,162.202
2347.TW,2024-06-26,189.3088
2377.TW,2024-06-26,191.5963
2353.TW,2024-06-26,193.094
5483.TWO,2024-06-26,187.6218
6472.TW,2024-06-26,227.5563
3532.TW,2024-06-26,222.0995
8454.TW,2024-06-26,209.9895
IMOS,2024-06-26,38.5885
HIMX,2024-06-26,54.7619
2201.TW,2024-06-26,55.5732
1434.TW,2024-06-26,73.8525
2501.TW,2024-06-26,81.2656
9914.TW,2024-06-26,86.6144
OWLS,2024-06-26,79.5746
5478.TWO,2024-06-26,87.2812
2753.TW,2024-06-26,111.1303
2630.TW,2024-06-26,127.5755
6180.TWO,2024-06-26,111.339
GRRR,2024-06-26,142.4884
4994.TW,2024-06-26,121.5687
3086.TWO,2024-06-26,143.5788
PERF,2024-06-26,139.8811
6111.TWO,2024-06-26,174.5965
3546.TWO,2024-06-26,176.8832
3083.TWO,2024-06-26,161.9362
6542.TWO,2024-06-26,160.8744
3687.TWO,2024-06-26,197.2917
GGR,2024-06-26,180.8045
6482.TWO,2024-06-26,221.7817
2303.TW,2024-06-26,213.2836
2601.TW,2024-06-26,251.7722
2607.TW,2024-06-26,222.6007
2330.TW,2024-06-27,44.6312
2317.TW,2024-06-27,49.431
2454.TW,2024-06-27,55.2298
2308.TW,2024-06-27,67.4586
3711.TW,2024-06-27,72.1577
2382.TW,2024-06-27,73.5471
2345.TW,2024-06-27,91.5817
6669.TW,2024-06-27,95.9372
3231.TW,2024-06-27,95.7048
3037.TW,2024-06-27,105.0806
2327.TW,2024-06-27,130.1815
2379.TW,2024-06-27,128.6864
3034.TW,2024-06-27,134.4961
3661.TW,2024-06-27,141.1545
3008.TW,2024-06-27,171.8849
2357.TW,2024-06-27,160.3524
2301.TW,2024-06-27,183.8314
2383.TW,2024-06-27,153.6964
2360.TW,2024-06-27,200.2187
3653.TW,2024-06-27,178.9751
2059.TW,2024-06-27,208.6111
2395.TW,2024-06-27,190.701
5530.TW,2024-06-27,243.7965
3017.TW,2024-06-27,222.4949
2881.TW,2024-06-27,247.4034
2882.TW,2024-06-27,41.5989
2891.TW,2024-06-27,51.9555
2885.TW,2024-06-27,53.9698
2886.TW,2024-06-27,76.6271
2884.TW,2024-06-27,85.0256
2880.TW,2024-06-27,84.7605
2892.TW,2024-06-27,84.5037
2890.TW,2024-06-27,97.1335
2887.TW,2024-06-27,118.1435
5880.TW,2024-06-27,112.0227
2883.TW,2024-06-27,120.847
2412.TW,2024-06-27,124.5165
3045.TW,2024-06-27,136.7568
4904.TW,2024-06-27,130.1174
1303.TW,2024-06-27,134.8026
1301.TW,2024-06-27,148.6762
6505.TW,2024-06-27,175.5492
2002.TW,2024-06-27,162.5884
2207.TW,2024-06-27,193.1328
2912.TW,2024-06-27,191.019
1216.TW,2024-06-27,216.0147
2603.TW,2024-06-27,225.5476
2615.TW,2024-06-27,232.2308
5871.TW,2024-06-27,249.0479
2408.TW,2024-06-27,236.8038
6446.TW,2024-06-27,49.8217
3481.TW,2024-06-27,54.6298
2888.TW,2024-06-27,63.0955
6488.TWO,2024-06-27,69.475
2609.TW,2024-06-27,66.1672
1101.TW,2024-06-27,87.3949
2618.TW,2024-06-27,85.7907
3293.TWO,2024-06-27,104.3945
4938.TW,2024-06-27,120.4779
5876.TW,2024-06-27,112.3051
3529.TWO,2024-06-27,122.7357
1402.TW,2024-06-27,136.8654
2834.TW,2024-06-27,149.3282
2633.TW,2024-06-27,153.8374
3105.TWO,2024-06-27,160.1526
1102.TW,2024-06-27,169.6195
2610.TW,2024-06-27,149.2285
6789.TW,2024-06-27,162.2117
2347.TW,2024-06-27,189.5019
2377.TW,2024-06-27,191.761
2353.TW,2024-06-27,193.2022
5483.TWO,2024-06-27,187.6218
6472.TW,2024-06-27,227.8203
3532.TW,2024-06-27,222.2816
8454.TW,2024-06-27,209.9895
IMOS,2024-06-27,38.5761
HIMX,2024-06-27,54.8309
2201.TW,2024-06-27,55.5843
1434.TW,2024-06-27,73.9603
2501.TW,2024-06-27,81.3842
